"show_city","show_town","province","city","electoral_district","town","village","candidate_no","candidate_name","political_party","party_name","vote_count"
"連江縣","連江縣第01選區","09","007","01","000","","1","林貽祥","1","中國國民黨","524"
"連江縣","連江縣第01選區","09","007","01","000","","2","曹爾章","1","中國國民黨","739"
"連江縣","連江縣第01選區","09","007","01","000","","3","曹丞君","1","中國國民黨","401"
"連江縣","連江縣第01選區","09","007","01","000","","4","林惠萍","1","中國國民黨","675"
"連江縣","連江縣第01選區","09","007","01","000","","5","陳書建","1","中國國民黨","749"
"連江縣","連江縣第01選區","09","007","01","000","","6","曹以標","999","無黨籍及未經政黨推薦","572"
"連江縣","連江縣第01選區","09","007","01","000","","7","林明揚","1","中國國民黨","616"
"連江縣","南竿鄉","09","007","01","010","","1","林貽祥","1","中國國民黨","524"
"連江縣","南竿鄉","09","007","01","010","","2","曹爾章","1","中國國民黨","739"
"連江縣","南竿鄉","09","007","01","010","","3","曹丞君","1","中國國民黨","401"
"連江縣","南竿鄉","09","007","01","010","","4","林惠萍","1","中國國民黨","675"
"連江縣","南竿鄉","09","007","01","010","","5","陳書建","1","中國國民黨","749"
"連江縣","南竿鄉","09","007","01","010","","6","曹以標","999","無黨籍及未經政黨推薦","572"
"連江縣","南竿鄉","09","007","01","010","","7","林明揚","1","中國國民黨","616"
"連江縣","連江縣第02選區","09","007","02","000","","1","陳玉發","1","中國國民黨","554"
"連江縣","連江縣第02選區","09","007","02","000","","2","王長明","999","無黨籍及未經政黨推薦","445"
"連江縣","連江縣第02選區","09","007","02","000","","3","周瑞國","1","中國國民黨","506"
"連江縣","北竿鄉","09","007","02","020","","1","陳玉發","1","中國國民黨","554"
"連江縣","北竿鄉","09","007","02","020","","2","王長明","999","無黨籍及未經政黨推薦","445"
"連江縣","北竿鄉","09","007","02","020","","3","周瑞國","1","中國國民黨","506"
"連江縣","連江縣第03選區","09","007","03","000","","1","陳貽斌","1","中國國民黨","544"
"連江縣","連江縣第03選區","09","007","03","000","","2","王孝榛","999","無黨籍及未經政黨推薦","559"
"連江縣","莒光鄉","09","007","03","030","","1","陳貽斌","1","中國國民黨","544"
"連江縣","莒光鄉","09","007","03","030","","2","王孝榛","999","無黨籍及未經政黨推薦","559"
"連江縣","連江縣第04選區","09","007","04","000","","1","張永江","1","中國國民黨","605"
"連江縣","東引鄉","09","007","04","040","","1","張永江","1","中國國民黨","605"
"金門縣","金門縣第01選區","09","020","01","000","","1","許玉昭","1","中國國民黨","2388"
"金門縣","金門縣第01選區","09","020","01","000","","2","李養生","999","無黨籍及未經政黨推薦","1464"
"金門縣","金門縣第01選區","09","020","01","000","","3","楊松發","999","無黨籍及未經政黨推薦","303"
"金門縣","金門縣第01選區","09","020","01","000","","4","翁銘駿","999","無黨籍及未經政黨推薦","1264"
"金門縣","金門縣第01選區","09","020","01","000","","5","李彥辛","999","無黨籍及未經政黨推薦","332"
"金門縣","金門縣第01選區","09","020","01","000","","6","翁文奧","999","無黨籍及未經政黨推薦","724"
"金門縣","金門縣第01選區","09","020","01","000","","7","郭金堡","999","無黨籍及未經政黨推薦","1121"
"金門縣","金門縣第01選區","09","020","01","000","","8","楊永立","999","無黨籍及未經政黨推薦","2081"
"金門縣","金門縣第01選區","09","020","01","000","","9","蔡建偉","16","民主進步黨","190"
"金門縣","金門縣第01選區","09","020","01","000","","10","王碧珍","999","無黨籍及未經政黨推薦","2082"
"金門縣","金門縣第01選區","09","020","01","000","","11","許建中","1","中國國民黨","1791"
"金門縣","金門縣第01選區","09","020","01","000","","12","徐銀磯","90","親民黨","263"
"金門縣","金門縣第01選區","09","020","01","000","","13","董森堡","999","無黨籍及未經政黨推薦","2843"
"金門縣","金門縣第01選區","09","020","01","000","","14","洪允典","1","中國國民黨","1978"
"金門縣","金門縣第01選區","09","020","01","000","","15","陳苗生","999","無黨籍及未經政黨推薦","98"
"金門縣","金門縣第01選區","09","020","01","000","","16","唐麗輝","999","無黨籍及未經政黨推薦","1703"
"金門縣","金門縣第01選區","09","020","01","000","","17","歐陽儀雄","1","中國國民黨","1994"
"金門縣","金門縣第01選區","09","020","01","000","","18","楊霈璿","999","無黨籍及未經政黨推薦","761"
"金門縣","金門縣第01選區","09","020","01","000","","19","莊旭英","90","親民黨","177"
"金門縣","金門縣第01選區","09","020","01","000","","20","石永城","999","無黨籍及未經政黨推薦","2314"
"金門縣","金城鎮","09","020","01","010","","1","許玉昭","1","中國國民黨","1195"
"金門縣","金城鎮","09","020","01","010","","2","李養生","999","無黨籍及未經政黨推薦","696"
"金門縣","金城鎮","09","020","01","010","","3","楊松發","999","無黨籍及未經政黨推薦","139"
