"show_city","show_town","province","city","electoral_district","town","village","candidate_no","candidate_name","political_party","party_name","vote_count"
"臺北市","臺北市第07選區","63","000","07","000","","1","李芳儒","1","中國國民黨","3598"
"臺北市","松山區","63","000","07","010","","1","李芳儒","1","中國國民黨","197"
"臺北市","信義區","63","000","07","020","","1","李芳儒","1","中國國民黨","243"
"臺北市","大安區","63","000","07","030","","1","李芳儒","1","中國國民黨","238"
"臺北市","中山區","63","000","07","040","","1","李芳儒","1","中國國民黨","280"
"臺北市","中正區","63","000","07","050","","1","李芳儒","1","中國國民黨","150"
"臺北市","大同區","63","000","07","060","","1","李芳儒","1","中國國民黨","143"
"臺北市","萬華區","63","000","07","070","","1","李芳儒","1","中國國民黨","243"
"臺北市","文山區","63","000","07","080","","1","李芳儒","1","中國國民黨","434"
"臺北市","南港區","63","000","07","090","","1","李芳儒","1","中國國民黨","404"
"臺北市","內湖區","63","000","07","100","","1","李芳儒","1","中國國民黨","601"
"臺北市","士林區","63","000","07","110","","1","李芳儒","1","中國國民黨","327"
"臺北市","北投區","63","000","07","120","","1","李芳儒","1","中國國民黨","338"
"高雄市","高雄市第12選區","64","000","12","000","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","2562"
"高雄市","高雄市第12選區","64","000","12","000","","2","王義雄","1","中國國民黨","2681"
"高雄市","高雄市第12選區","64","000","12","000","","3","詹金福","90","親民黨","462"
"高雄市","鹽埕區","64","000","12","010","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","10"
"高雄市","鹽埕區","64","000","12","010","","2","王義雄","1","中國國民黨","11"
"高雄市","鹽埕區","64","000","12","010","","3","詹金福","90","親民黨","1"
"高雄市","鼓山區","64","000","12","020","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","62"
"高雄市","鼓山區","64","000","12","020","","2","王義雄","1","中國國民黨","74"
"高雄市","鼓山區","64","000","12","020","","3","詹金福","90","親民黨","23"
"高雄市","左營區","64","000","12","030","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","178"
"高雄市","左營區","64","000","12","030","","2","王義雄","1","中國國民黨","186"
"高雄市","左營區","64","000","12","030","","3","詹金福","90","親民黨","26"
"高雄市","楠梓區","64","000","12","040","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","201"
"高雄市","楠梓區","64","000","12","040","","2","王義雄","1","中國國民黨","250"
"高雄市","楠梓區","64","000","12","040","","3","詹金福","90","親民黨","43"
"高雄市","三民區","64","000","12","050","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","159"
"高雄市","三民區","64","000","12","050","","2","王義雄","1","中國國民黨","119"
"高雄市","三民區","64","000","12","050","","3","詹金福","90","親民黨","24"
"高雄市","新興區","64","000","12","060","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","22"
"高雄市","新興區","64","000","12","060","","2","王義雄","1","中國國民黨","16"
"高雄市","新興區","64","000","12","060","","3","詹金福","90","親民黨","3"
"高雄市","前金區","64","000","12","070","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","13"
"高雄市","前金區","64","000","12","070","","2","王義雄","1","中國國民黨","8"
"高雄市","前金區","64","000","12","070","","3","詹金福","90","親民黨","1"
"高雄市","苓雅區","64","000","12","080","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","81"
"高雄市","苓雅區","64","000","12","080","","2","王義雄","1","中國國民黨","67"
"高雄市","苓雅區","64","000","12","080","","3","詹金福","90","親民黨","11"
"高雄市","前鎮區","64","000","12","090","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","306"
"高雄市","前鎮區","64","000","12","090","","2","王義雄","1","中國國民黨","376"
"高雄市","前鎮區","64","000","12","090","","3","詹金福","90","親民黨","33"
"高雄市","旗津區","64","000","12","100","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","7"
"高雄市","旗津區","64","000","12","100","","2","王義雄","1","中國國民黨","12"
"高雄市","旗津區","64","000","12","100","","3","詹金福","90","親民黨","2"
"高雄市","小港區","64","000","12","110","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","534"
"高雄市","小港區","64","000","12","110","","2","王義雄","1","中國國民黨","624"
"高雄市","小港區","64","000","12","110","","3","詹金福","90","親民黨","42"
"高雄市","鳳山區","64","000","12","120","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","314"
"高雄市","鳳山區","64","000","12","120","","2","王義雄","1","中國國民黨","262"
"高雄市","鳳山區","64","000","12","120","","3","詹金福","90","親民黨","64"
"高雄市","林園區","64","000","12","130","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","70"
"高雄市","林園區","64","000","12","130","","2","王義雄","1","中國國民黨","107"
"高雄市","林園區","64","000","12","130","","3","詹金福","90","親民黨","20"
"高雄市","大寮區","64","000","12","140","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","103"
"高雄市","大寮區","64","000","12","140","","2","王義雄","1","中國國民黨","146"
"高雄市","大寮區","64","000","12","140","","3","詹金福","90","親民黨","43"
"高雄市","大樹區","64","000","12","150","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","33"
"高雄市","大樹區","64","000","12","150","","2","王義雄","1","中國國民黨","18"
"高雄市","大樹區","64","000","12","150","","3","詹金福","90","親民黨","6"
"高雄市","大社區","64","000","12","160","","1","俄鄧．殷艾 Eteng．Ingay","16","民主進步黨","29"
"高雄市","大社區","64","000","12","160","","2","王義雄","1","中國國民黨","26"
"高雄市","大社區","64","000","12","160","","3","詹金福","90","親民黨","4"
