"show_city","show_town","province","city","electoral_district","town","village","candidate_no","candidate_name","political_party","party_name","vote_count"
"臺北市","臺北市第01選區","63","000","01","000","","1","謝維洲","16","民主進步黨","21687"
"臺北市","臺北市第01選區","63","000","01","000","","2","賴素如","999","無黨籍及未經政黨推薦","7226"
"臺北市","臺北市第01選區","63","000","01","000","","3","孫士堅","999","無黨籍及未經政黨推薦","1406"
"臺北市","臺北市第01選區","63","000","01","000","","4","潘懷宗","74","新黨","25188"
"臺北市","臺北市第01選區","63","000","01","000","","5","林瑞圖","999","無黨籍及未經政黨推薦","20065"
"臺北市","臺北市第01選區","63","000","01","000","","6","周佳君","199","人民民主陣線","1685"
"臺北市","臺北市第01選區","63","000","01","000","","7","王奕凱","999","無黨籍及未經政黨推薦","8551"
"臺北市","臺北市第01選區","63","000","01","000","","8","王英文","999","無黨籍及未經政黨推薦","517"
"臺北市","臺北市第01選區","63","000","01","000","","9","陳重文","1","中國國民黨","13299"
"臺北市","臺北市第01選區","63","000","01","000","","10","黃平洋","1","中國國民黨","11451"
"臺北市","臺北市第01選區","63","000","01","000","","11","王小玉","90","親民黨","2214"
"臺北市","臺北市第01選區","63","000","01","000","","12","楊靜宇","74","新黨","10538"
"臺北市","臺北市第01選區","63","000","01","000","","13","汪志冰","1","中國國民黨","18021"
"臺北市","臺北市第01選區","63","000","01","000","","14","林世宗","16","民主進步黨","12334"
"臺北市","臺北市第01選區","63","000","01","000","","15","王威中","16","民主進步黨","20649"
"臺北市","臺北市第01選區","63","000","01","000","","16","吳思瑤","16","民主進步黨","20302"
"臺北市","臺北市第01選區","63","000","01","000","","17","陳建銘","95","台灣團結聯盟","20952"
"臺北市","臺北市第01選區","63","000","01","000","","18","何志偉","16","民主進步黨","26283"
"臺北市","臺北市第01選區","63","000","01","000","","19","陳政忠","999","無黨籍及未經政黨推薦","16623"
"臺北市","臺北市第01選區","63","000","01","000","","20","陳慈慧","16","民主進步黨","22688"
"臺北市","臺北市第01選區","63","000","01","000","","21","吳碧珠","1","中國國民黨","24030"
"臺北市","士林區","63","000","01","110","","1","謝維洲","16","民主進步黨","11991"
"臺北市","士林區","63","000","01","110","","2","賴素如","999","無黨籍及未經政黨推薦","2685"
"臺北市","士林區","63","000","01","110","","3","孫士堅","999","無黨籍及未經政黨推薦","174"
"臺北市","士林區","63","000","01","110","","4","潘懷宗","74","新黨","13421"
"臺北市","士林區","63","000","01","110","","5","林瑞圖","999","無黨籍及未經政黨推薦","7850"
"臺北市","士林區","63","000","01","110","","6","周佳君","199","人民民主陣線","825"
"臺北市","士林區","63","000","01","110","","7","王奕凱","999","無黨籍及未經政黨推薦","3863"
"臺北市","士林區","63","000","01","110","","8","王英文","999","無黨籍及未經政黨推薦","236"
"臺北市","士林區","63","000","01","110","","9","陳重文","1","中國國民黨","3672"
"臺北市","士林區","63","000","01","110","","10","黃平洋","1","中國國民黨","6794"
"臺北市","士林區","63","000","01","110","","11","王小玉","90","親民黨","1232"
"臺北市","士林區","63","000","01","110","","12","楊靜宇","74","新黨","6274"
"臺北市","士林區","63","000","01","110","","13","汪志冰","1","中國國民黨","8927"
"臺北市","士林區","63","000","01","110","","14","林世宗","16","民主進步黨","5127"
"臺北市","士林區","63","000","01","110","","15","王威中","16","民主進步黨","11092"
"臺北市","士林區","63","000","01","110","","16","吳思瑤","16","民主進步黨","9679"
"臺北市","士林區","63","000","01","110","","17","陳建銘","95","台灣團結聯盟","13162"
"臺北市","士林區","63","000","01","110","","18","何志偉","16","民主進步黨","14943"
"臺北市","士林區","63","000","01","110","","19","陳政忠","999","無黨籍及未經政黨推薦","11892"
"臺北市","士林區","63","000","01","110","","20","陳慈慧","16","民主進步黨","14128"
"臺北市","士林區","63","000","01","110","","21","吳碧珠","1","中國國民黨","16180"
"臺北市","北投區","63","000","01","120","","1","謝維洲","16","民主進步黨","9696"
"臺北市","北投區","63","000","01","120","","2","賴素如","999","無黨籍及未經政黨推薦","4541"
"臺北市","北投區","63","000","01","120","","3","孫士堅","999","無黨籍及未經政黨推薦","1232"
"臺北市","北投區","63","000","01","120","","4","潘懷宗","74","新黨","11767"
"臺北市","北投區","63","000","01","120","","5","林瑞圖","999","無黨籍及未經政黨推薦","12215"
"臺北市","北投區","63","000","01","120","","6","周佳君","199","人民民主陣線","860"
"臺北市","北投區","63","000","01","120","","7","王奕凱","999","無黨籍及未經政黨推薦","4688"
"臺北市","北投區","63","000","01","120","","8","王英文","999","無黨籍及未經政黨推薦","281"
"臺北市","北投區","63","000","01","120","","9","陳重文","1","中國國民黨","9627"
"臺北市","北投區","63","000","01","120","","10","黃平洋","1","中國國民黨","4657"
"臺北市","北投區","63","000","01","120","","11","王小玉","90","親民黨","982"
"臺北市","北投區","63","000","01","120","","12","楊靜宇","74","新黨","4264"
"臺北市","北投區","63","000","01","120","","13","汪志冰","1","中國國民黨","9094"
"臺北市","北投區","63","000","01","120","","14","林世宗","16","民主進步黨","7207"
