"show_city","show_town","province","city","electoral_district","town","village","candidate_no","candidate_name","political_party","party_name","vote_count"
"宜蘭縣","宜蘭縣第12選區","10","002","12","000","","1","李玉蕙","1","中國國民黨","1622"
"宜蘭縣","宜蘭縣第12選區","10","002","12","000","","2","陳傑麟","90","親民黨","2038"
"宜蘭縣","宜蘭市","10","002","12","010","","1","李玉蕙","1","中國國民黨","139"
"宜蘭縣","宜蘭市","10","002","12","010","","2","陳傑麟","90","親民黨","134"
"宜蘭縣","頭城鎮","10","002","12","040","","1","李玉蕙","1","中國國民黨","19"
"宜蘭縣","頭城鎮","10","002","12","040","","2","陳傑麟","90","親民黨","10"
"宜蘭縣","礁溪鄉","10","002","12","050","","1","李玉蕙","1","中國國民黨","17"
"宜蘭縣","礁溪鄉","10","002","12","050","","2","陳傑麟","90","親民黨","18"
"宜蘭縣","壯圍鄉","10","002","12","060","","1","李玉蕙","1","中國國民黨","16"
"宜蘭縣","壯圍鄉","10","002","12","060","","2","陳傑麟","90","親民黨","17"
"宜蘭縣","員山鄉","10","002","12","070","","1","李玉蕙","1","中國國民黨","56"
"宜蘭縣","員山鄉","10","002","12","070","","2","陳傑麟","90","親民黨","49"
"宜蘭縣","三星鄉","10","002","12","100","","1","李玉蕙","1","中國國民黨","57"
"宜蘭縣","三星鄉","10","002","12","100","","2","陳傑麟","90","親民黨","48"
"宜蘭縣","大同鄉","10","002","12","110","","1","李玉蕙","1","中國國民黨","1318"
"宜蘭縣","大同鄉","10","002","12","110","","2","陳傑麟","90","親民黨","1762"
"宜蘭縣","宜蘭縣第13選區","10","002","13","000","","1","松王淑珍","1","中國國民黨","1172"
"宜蘭縣","宜蘭縣第13選區","10","002","13","000","","2","陳孝仁","1","中國國民黨","1456"
"宜蘭縣","宜蘭縣第13選區","10","002","13","000","","3","江明順","1","中國國民黨","1202"
"宜蘭縣","羅東鎮","10","002","13","020","","1","松王淑珍","1","中國國民黨","56"
"宜蘭縣","羅東鎮","10","002","13","020","","2","陳孝仁","1","中國國民黨","141"
"宜蘭縣","羅東鎮","10","002","13","020","","3","江明順","1","中國國民黨","83"
"宜蘭縣","蘇澳鎮","10","002","13","030","","1","松王淑珍","1","中國國民黨","24"
"宜蘭縣","蘇澳鎮","10","002","13","030","","2","陳孝仁","1","中國國民黨","52"
"宜蘭縣","蘇澳鎮","10","002","13","030","","3","江明順","1","中國國民黨","18"
"宜蘭縣","冬山鄉","10","002","13","080","","1","松王淑珍","1","中國國民黨","27"
"宜蘭縣","冬山鄉","10","002","13","080","","2","陳孝仁","1","中國國民黨","77"
"宜蘭縣","冬山鄉","10","002","13","080","","3","江明順","1","中國國民黨","38"
